entry_mode,stop_buffer,trail,rs_min,signals,filled,win_rate,avg_win,avg_loss,wl_ratio,expectancy_eur,profit_factor,cagr,max_dd,sharpe,sortino,exposure,turnover,longest_loss_streak,verdict,cost_commission,cost_spread_slip,cost_fx,cost_gap_loss
reclaim,0.25,3.0,75,1412,131,0.3511450381679389,250.32630054290317,-78.1778605594246,3.2020101183585727,37.174745629179036,1.7328525346411099,0.025536571832235344,-0.05738634312845137,0.14762595902032236,0.1684948681586842,0.5743691899070386,1.710304835240445,7,,235.14,411.81,414.61,666.45
reclaim,0.25,3.0,80,1412,126,0.3492063492063492,236.2618228204462,-78.93054091732118,2.993287770166528,31.136633721264264,1.6061544132600882,0.020797446558246113,-0.05658977534347265,0.03490509980015456,0.038111666511451,0.5776892430278885,1.5791590013003503,10,,227.0,382.05,384.35,583.67
reclaim,0.25,3.0,85,1412,103,0.3106796116504854,297.8006052768037,-75.80389378292742,3.928566072470996,40.26740689582399,1.7706213284376318,0.0219135244378037,-0.05630938553346221,0.06279370312238365,0.06827148158295374,0.5730411686586986,1.30174051777235,11,,185.1,314.23,316.58,534.73
reclaim,0.25,3.0,90,1412,68,0.35294117647058826,327.9166375974391,-82.70623502267505,3.964835752800696,62.21948472560055,2.1626376833458343,0.022321770731533075,-0.04310074052155699,0.0771336111318675,0.07984858860762138,0.47941567065073043,0.9139039323762141,8,,122.82,222.58,224.89,337.42
reclaim,0.25,3.5,70,1412,133,0.3308270676691729,231.7317989675723,-72.58131502787748,3.1927197637376414,28.09370012851192,1.5784232539826542,0.019883322128460446,-0.05359671176850367,0.013810475310221717,0.016462486511727943,0.6162018592297477,1.685183777753806,12,,238.42,404.86,407.08,503.32
reclaim,0.25,3.5,75,1412,116,0.3620689655172414,273.6593876971011,-79.64278817425158,3.4360849735491166,48.27696515847956,1.950210390392742,0.02909836531407395,-0.055210471629501545,0.2213645819289539,0.25438932146876847,0.5816733067729084,1.517401903548589,10,,208.23,365.52,368.64,322.98
reclaim,0.25,3.5,80,1412,111,0.35135135135135137,280.5364673489271,-79.23819368487939,3.540419768585164,47.16911965132292,1.917727374650297,0.027302823277731036,-0.0566714173137024,0.18520726301168633,0.20829639153561558,0.5836653386454184,1.3826852875173612,9,,199.74,334.05,336.96,344.37
reclaim,0.25,3.5,85,1412,94,0.30851063829787234,339.9747613508449,-76.38298060896346,4.450922949594209,52.067812123317815,1.9857963928958777,0.025619567140578337,-0.04821360184549073,0.1490943547101493,0.16751185110705447,0.5816733067729084,1.1842537504444706,11,,168.89,285.91,288.61,289.6
reclaim,0.25,3.5,90,1412,64,0.359375,331.263289593601,-88.80140166321476,3.7303835681551414,62.15934675720341,2.0926541967699572,0.021054892983072726,-0.043353046025516484,0.04155414060382459,0.042492484768869104,0.48804780876494025,0.8601673589940285,8,,115.68,209.58,211.75,177.24
reclaim,0.5,2.5,70,1309,167,0.30538922155688625,192.39763504241415,-62.41660075330899,3.082475378671022,15.400920357959762,1.3552262440708807,0.013902363923689265,-0.0502571002890696,-0.16274027497722465,-0.18838182627775088,0.5896414342629482,1.9670411766379154,19,,299.11,472.45,474.16,646.62
reclaim,0.5,2.5,75,1309,141,0.3049645390070922,228.957222265588,-63.72106982455995,3.593116419670362,25.535430600095125,1.5765714902635264,0.01919009538024019,-0.057164147412996136,-0.010830492623705801,-0.011820547461732644,0.5571049136786188,1.689335140953878,14,,252.91,406.38,408.55,631.56
reclaim,0.5,2.5,80,1309,128,0.296875,219.29172593783454,-65.17787652504741,3.364511666064516,19.274036706120672,1.420571592338351,0.013330569709538054,-0.05424340608909972,-0.19369160949286354,-0.20280094984166114,0.5351925630810093,1.4768175433599113,13,,230.18,356.76,358.32,556.53
reclaim,0.5,2.5,85,1309,103,0.3106796116504854,235.58563573122683,-68.65645927643119,3.431368850273642,25.86535664827808,1.5465324395599513,0.01433835038288822,-0.0485406749745364,-0.16438009676305207,-0.1588256940900227,0.49800796812749004,1.2328085387647074,12,,185.06,297.54,299.14,498.93
reclaim,0.5,2.5,90,1309,67,0.31343283582089554,233.05998078814306,-68.72718561516879,3.39108867476605,25.8628217649737,1.5481056993497184,0.009440528330034725,-0.04104497380200789,-0.41613946757347325,-0.375279576700987,0.41899070385126164,0.8339606994561496,13,,121.07,202.93,203.98,248.79
reclaim,0.5,3.0,70,1309,142,0.33098591549295775,197.30277751746718,-68.60759403031973,2.875815429852754,19.404993735497055,1.4227718442429413,0.014855728978711236,-0.048424200572988796,-0.11882146187152622,-0.14382417342957915,0.5949535192563081,1.6453981778385762,10,,254.22,394.72,396.46,645.91
reclaim,0.5,3.0,75,1309,121,0.33884297520661155,238.0934863817149,-77.67781342546746,3.065141459088156,29.319073286057158,1.5708849977826802,0.018922470032914696,-0.059970853800697,-0.014176079345755982,-0.015431028121224157,0.5590969455511288,1.4747722692555814,10,,216.92,354.73,356.82,560.98
